#A 100.000000
#F 3.000000
#T 3.000000
#B 128
#N 334.333333
0.000000,  128
3.000000,  132
6.000000,  135
9.000000,  139
12.000000,  142
15.000000,  146
18.000000,  150
21.000000,  153
24.000000,  157
27.000000,  160
30.000000,  164
33.000000,  168
36.000000,  171
39.000000,  175
42.000000,  178
45.000000,  182
48.000000,  186
51.000000,  189
54.000000,  193
57.000000,  196
60.000000,  200
63.000000,  204
66.000000,  207
69.000000,  211
72.000000,  214
75.000000,  218
78.000000,  222
81.000000,  225
84.000000,  227
87.000000,  224
90.000000,  220
93.000000,  216
96.000000,  213
99.000000,  209
102.000000,  206
105.000000,  202
108.000000,  198
111.000000,  195
114.000000,  191
117.000000,  188
120.000000,  184
123.000000,  180
126.000000,  177
129.000000,  173
132.000000,  170
135.000000,  166
138.000000,  162
141.000000,  159
144.000000,  155
147.000000,  152
150.000000,  148
153.000000,  144
156.000000,  141
159.000000,  137
162.000000,  134
165.000000,  130
168.000000,  126
171.000000,  123
174.000000,  119
177.000000,  116
180.000000,  112
183.000000,  108
186.000000,  105
189.000000,  101
192.000000,   98
195.000000,   94
198.000000,   90
201.000000,   87
204.000000,   83
207.000000,   80
210.000000,   76
213.000000,   72
216.000000,   69
219.000000,   65
222.000000,   62
225.000000,   58
228.000000,   54
231.000000,   51
234.000000,   47
237.000000,   44
240.000000,   40
243.000000,   36
246.000000,   33
249.000000,   29
252.000000,   30
255.000000,   34
258.000000,   38
261.000000,   41
264.000000,   45
267.000000,   48
270.000000,   52
273.000000,   56
276.000000,   59
279.000000,   63
282.000000,   66
285.000000,   70
288.000000,   74
291.000000,   77
294.000000,   81
297.000000,   84
300.000000,   88
303.000000,   92
306.000000,   95
309.000000,   99
312.000000,  102
315.000000,  106
318.000000,  110
321.000000,  113
324.000000,  117
327.000000,  120
330.000000,  124
333.000000,  128
336.000000,  131
339.000000,  135
342.000000,  138
345.000000,  142
348.000000,  146
351.000000,  149
354.000000,  153
357.000000,  156
360.000000,  160
363.000000,  164
366.000000,  167
369.000000,  171
372.000000,  174
375.000000,  178
378.000000,  182
381.000000,  185
384.000000,  189
387.000000,  192
390.000000,  196
393.000000,  200
396.000000,  203
399.000000,  207
402.000000,  210
405.000000,  214
408.000000,  218
411.000000,  221
414.000000,  225
417.000000,  228
420.000000,  224
423.000000,  220
426.000000,  217
429.000000,  213
432.000000,  210
435.000000,  206
438.000000,  202
441.000000,  199
444.000000,  195
447.000000,  192
450.000000,  188
453.000000,  184
456.000000,  181
459.000000,  177
462.000000,  174
465.000000,  170
468.000000,  166
471.000000,  163
474.000000,  159
477.000000,  156
480.000000,  152
483.000000,  148
486.000000,  145
489.000000,  141
492.000000,  138
495.000000,  134
498.000000,  130
501.000000,  127
504.000000,  123
507.000000,  120
510.000000,  116
513.000000,  112
516.000000,  109
519.000000,  105
522.000000,  102
525.000000,   98
528.000000,   94
531.000000,   91
534.000000,   87
537.000000,   84
540.000000,   80
543.000000,   76
546.000000,   73
549.000000,   69
552.000000,   66
555.000000,   62
558.000000,   58
561.000000,   55
564.000000,   51
567.000000,   48
570.000000,   44
573.000000,   40
576.000000,   37
579.000000,   33
582.000000,   30
585.000000,   30
588.000000,   34
591.000000,   37
594.000000,   41
597.000000,   44
600.000000,   48
603.000000,   52
606.000000,   55
609.000000,   59
612.000000,   62
615.000000,   66
618.000000,   70
621.000000,   73
624.000000,   77
627.000000,   80
630.000000,   84
633.000000,   88
636.000000,   91
639.000000,   95
642.000000,   98
645.000000,  102
648.000000,  106
651.000000,  109
654.000000,  113
657.000000,  116
660.000000,  120
663.000000,  124
666.000000,  127
669.000000,  131
672.000000,  134
675.000000,  138
678.000000,  142
681.000000,  145
684.000000,  149
687.000000,  152
690.000000,  156
693.000000,  160
696.000000,  163
699.000000,  167
702.000000,  170
705.000000,  174
708.000000,  178
711.000000,  181
714.000000,  185
717.000000,  188
720.000000,  192
723.000000,  196
726.000000,  199
729.000000,  203
732.000000,  206
735.000000,  210
738.000000,  214
741.000000,  217
744.000000,  221
747.000000,  224
750.000000,  228
753.000000,  224
756.000000,  221
759.000000,  217
762.000000,  214
765.000000,  210
768.000000,  206
771.000000,  203
774.000000,  199
777.000000,  196
780.000000,  192
783.000000,  188
786.000000,  185
789.000000,  181
792.000000,  178
795.000000,  174
798.000000,  170
801.000000,  167
804.000000,  163
807.000000,  160
810.000000,  156
813.000000,  152
816.000000,  149
819.000000,  145
822.000000,  142
825.000000,  138
828.000000,  134
831.000000,  131
834.000000,  127
837.000000,  124
840.000000,  120
843.000000,  116
846.000000,  113
849.000000,  109
852.000000,  106
855.000000,  102
858.000000,   98
861.000000,   95
864.000000,   91
867.000000,   88
870.000000,   84
873.000000,   80
876.000000,   77
879.000000,   73
882.000000,   70
885.000000,   66
888.000000,   62
891.000000,   59
894.000000,   55
897.000000,   52
900.000000,   48
903.000000,   44
906.000000,   41
909.000000,   37
912.000000,   34
915.000000,   30
918.000000,   30
921.000000,   33
924.000000,   37
927.000000,   40
930.000000,   44
933.000000,   48
936.000000,   51
939.000000,   55
942.000000,   58
945.000000,   62
948.000000,   66
951.000000,   69
954.000000,   73
957.000000,   76
960.000000,   80
963.000000,   84
966.000000,   87
969.000000,   91
972.000000,   94
975.000000,   98
978.000000,  102
981.000000,  105
984.000000,  109
987.000000,  112
990.000000,  116
993.000000,  120
996.000000,  123
999.000000,  127
