# WN 10
   1,  227,  194
   2,  227,  227
   3,  227,  227
   4,  227,  227
   5,  227,  227
   6,  227,  227
   7,  227,  227
   8,  227,  227
   9,  227,  227
  10,  227,  227
  11,  227,  227
  12,  227,  227
  13,  227,  227
  14,  227,  227
  15,  227,  227
  16,  227,  227
  17,  227,  227
  18,  227,  227
  19,  227,  227
  20,  227,  227
  21,  227,  227
  22,  227,  227
  23,  227,  227
  24,  227,  227
  25,  227,  227
  26,  227,  227
  27,  227,  227
  28,  227,  227
  29,  227,  227
  30,  227,  227
  31,  227,  227
  32,  227,  227
  33,  227,  227
  34,  227,  227
  35,  227,  227
  36,  227,  227
  37,  227,  227
  38,  227,  227
  39,  227,  227
  40,  227,  227
  41,  227,  227
  42,  227,  227
  43,  227,  227
  44,  227,  227
  45,  227,  227
  46,  227,  227
  47,  227,  227
  48,  227,  227
  49,  227,  227
  50,  227,  227
  51,  227,  227
  52,  227,  227
  53,  227,  227
  54,  227,  227
  55,  227,  227
  56,  227,  227
  57,  227,  227
  58,  227,  227
  59,  227,  227
  60,  227,  227
  61,  227,  227
  62,  227,  227
  63,  227,  227
  64,  227,  227
  65,  227,  227
  66,  227,  227
  67,  227,  227
  68,  227,  227
  69,  227,  227
  70,  227,  227
  71,  227,  227
  72,  227,  227
  73,  227,  227
  74,  227,  227
  75,  227,  227
  76,  227,  227
  77,  227,  227
  78,  227,  227
  79,  227,  227
  80,  227,  227
  81,  227,  227
  82,  227,  227
  83,  227,  227
  84,  227,  227
  85,  227,  227
  86,  227,  227
  87,  227,  227
  88,  227,  227
  89,  227,  227
  90,  227,  227
  91,  227,  227
  92,  227,  227
  93,  227,  227
  94,  227,  227
  95,  227,  227
  96,  227,  227
  97,  227,  227
  98,  227,  227
  99,  227,  227
