# RIFF size: 55768
# fmt size: 16
# fmt ID: 1
# CH: 2
# Sampling rate: 22050
# Bytes per sec: 88200
# Block size: 4
# Q bit: 16
# datasize: 55684
0.045,   2,   3
0.091,   9,   6
0.136,   7,   2
0.181,   5,   0
0.227,   3,   3
0.272,   1,   2
0.317,65535,   3
0.363,   4,   1
0.408,   5,   1
0.454,   5,   2
0.499,   5,   0
0.544,   4,   4
0.590,   3,   0
0.635,   8,   2
0.680,   2,   4
0.726,   0,   2
0.771,   2,   0
0.816,   1,   0
0.862,   2,   2
0.907,   3,   2
0.952,   6,   1
0.998,   6,   5
1.043,   7,   2
1.088,   7,   1
1.134,   9,   1
1.179,   7,   2
1.224,   2,   3
1.270,   2,   2
1.315,   6,   1
1.361,   5,   5
1.406,   0,   2
1.451,   6,   0
1.497,   6,   1
1.542,   6,   4
1.587,   1,   1
1.633,   0,   1
1.678,   6,   2
1.723,   8,   4
1.769,   8,   1
1.814,   6,   0
1.859,   4,   2
1.905,   7,   5
1.950,  13,   3
1.995,   9,   5
2.041,  12,   4
2.086,   7,   2
2.132,   1,   0
2.177,65535,   0
2.222,   4,   1
2.268,   4,   2
2.313,   3,   4
2.358,   9,   5
2.404,   9,   3
2.449,   2,   0
2.494,   4,   1
2.540,   3,   0
2.585,   2,   1
2.630,   2,   2
2.676,65534,   3
2.721,   1,   2
2.766,   2,   0
2.812,65532,65535
2.857,65529,65533
2.902,   3,   0
2.948,  10,   4
2.993,  12,   2
3.039,   3,   3
3.084,   7,   1
3.129,  26,   7
3.175,65530,   0
3.220,65527,   0
3.265,65529,65535
3.311,   1,   0
3.356,   1,   1
3.401,   1,   2
3.447,   1,   1
3.492,65533,65535
3.537,65530,   0
3.583,65531,   0
3.628,65529,   1
3.673,65535,   1
3.719,   2,   0
3.764,65532,   1
3.810,65520,65532
3.855,65523,65533
3.900,65531,65533
3.946,   0,   0
3.991,   4,   1
4.036,   5,   0
4.082,65534,   0
4.127,   4,   3
4.172,   9,   1
4.218,65527,65535
4.263,65526,   0
4.308,65531,   2
4.354,65533,65533
4.399,65533,   0
4.444,65532,65535
4.490,65529,65534
4.535,65530,   0
4.580,65528,65534
4.626,65527,65533
4.671,65531,   0
4.717,65528,   0
4.762,65532,65534
4.807,65531,65532
4.853,65527,65532
4.898,65533,   0
4.943,65533,   1
4.989,65533,65534
5.034,65533,65533
5.079,   4,65534
5.125,65529,65535
5.170,65527,   0
5.215,65527,65535
5.261,65529,   1
5.306,65528,   1
5.351,65532,65535
5.397,   4,   1
5.442,   3,   0
5.488,65531,65532
5.533,65531,65534
5.578,65534,   0
5.624,65535,   0
5.669,   2,   1
5.714,65533,65517
5.760,65531,65515
5.805,65535,65527
5.850,65529,65533
5.896,65528,65532
5.941,65530,65533
5.986,65533,65535
6.032,65533,65524
6.077,65532,65529
6.122,65528,65524
6.168,65521,65534
6.213,65525,  13
6.259,65533,   9
6.304,   1,   0
6.349,   3,65535
6.395,   1,65532
6.440,65534,65532
6.485,65532,65520
6.531,65534,65525
6.576,   3,   2
6.621,  64,  57
6.667, 169, 169
6.712, 216, 211
6.757, 139, 130
6.803,65493,65483
6.848,65310,65316
6.893,65211,65221
6.939,65226,65221
6.984,65354,65348
7.029,  15,  13
7.075, 197, 191
7.120, 297, 282
7.166, 320, 322
7.211, 294, 305
7.256, 196, 211
7.302,  37,  58
7.347,65456,65439
7.392,65306,65295
7.438,65143,65138
7.483,65043,65030
7.528,65090,65081
7.574,65273,65261
7.619,65519,65515
7.664, 225, 216
7.710, 310, 296
7.755, 302, 278
7.800, 412, 414
7.846, 552, 569
7.891, 423, 439
7.937,  39,  43
7.982,65219,65218
8.027,65004,65001
8.073,64845,64825
8.118,64748,64711
8.163,64821,64781
8.209,65059,65036
8.254,65373,65357
8.299, 187, 181
8.345, 530, 520
8.390, 767, 755
8.435, 872, 878
8.481, 904, 938
8.526, 871, 916
8.571, 637, 676
8.617, 190, 220
8.662,65183,65181
8.707,64647,64632
8.753,64250,64210
8.798,64077,64009
8.844,64177,64104
8.889,64522,64456
8.934,65070,65013
8.980, 205, 164
9.025, 847, 834
9.070,1351,1361
9.116,1644,1685
9.161,1604,1672
9.206,1243,1312
9.252, 643, 697
9.297,65438,65461
9.342,64666,64657
9.388,64059,64022
9.433,63758,63687
9.478,63810,63730
9.524,64181,64103
9.569,64818,64756
9.615,  78,  26
9.660, 859, 840
9.705,1463,1464
9.751,1792,1828
9.796,1778,1847
9.841,1442,1515
9.887, 827, 897
9.932,  49,  93
9.977,64747,64753
10.023,64032,64000
10.068,63605,63537
10.113,63594,63503
10.159,63987,63893
10.204,64670,64590
10.249,65513,65454
10.295, 813, 791
10.340,1483,1477
10.385,1878,1909
10.431,1920,1993
10.476,1602,1695
10.522, 978,1059
10.567, 159, 208
10.612,64817,64826
10.658,64079,64063
10.703,63645,63583
10.748,63560,63466
10.794,63846,63752
